number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,city,zip code,exchange rate,unit price of residence space,unit price of building space,total cost,month,day,latitude,longitude
3,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0,Kenmore,WA 98028,6.193050777,36.98832993,0.732486126,2,5,20,47.762325,-122.255882
2,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912,Seattle,WA 98144,6.37759613,48.81029412,0.503522671,2,5,20,47.593969,-122.298149
4,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0,Seattle,WA 98122,7.144452469,40.66966316,0.124759196,2,5,20,27.9767524,-82.4424369
4,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0,Renton,WA 98058,7.199969565,24.13814406,0.345357378,2,5,20,47.441175,-122.15111
3,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,Seattle,WA 98115,7.83562632,45.23584619,0.529272687,2,5,20,47.68324,-122.304218
2,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0,Seattle,WA 98126,7.739465258,26.3811558,0.880649642,2,5,20,47.5356929,-122.368159
5,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0,Renton,WA 98058,6.563895879,23.93596267,0.739755752,2,5,20,47.448606,-122.116996
3,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,Snoqualmie,WA 98065,6.929527222,32.1529179,0.376621026,2,5,20,47.533532,-121.83814
3,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0,Seattle,WA 98108,7.135189993,28.98772573,0.444514904,2,5,20,47.563047,-122.297122
4,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998,Seattle,WA 98133,7.587321477,25.77471254,0.831952171,2,5,20,47.71083,-122.351886
4,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003,Maple Valley,WA 98038,6.469930949,21.71145007,0.594654089,2,5,20,47.352006,-122.009083
3,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0,Seattle,WA 98108,6.326316286,56.07310847,0.151625426,2,5,20,44.908532,-93.25663
3,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0,Duvall,WA 98019,7.858828441,19.18335401,0.068839553,2,5,20,47.7412967,-121.9103667
3,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0,Seattle,WA 98115,7.932405669,42.90270935,0.680686127,2,5,20,47.698907,-122.317141
2,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994,Seattle,WA 98105,7.168044513,46.81493986,0.13103139,2,5,20,47.668696,-122.288194
3,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0,Woodinville,WA 98077,6.727734571,23.29424891,0.421279971,2,5,20,47.7502942,-122.0506005
4,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005,Seattle,WA 98103,6.638467059,55.59771927,0.216693605,2,5,20,40.82482796,-96.61091423
1,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0,Woodinville,WA 98072,6.243664938,31.68606558,0.535862064,2,5,20,47.735036,-122.169848
3,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0,Seattle,WA 98107,7.125326355,50.72126432,0.927330515,2,5,20,25.83197936,-80.22042177
4,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983,Seattle,WA 98133,7.880876727,36.26418978,0.056150325,2,5,20,47.7149958,-122.353706
4,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0,Seattle,WA 98116,6.71732297,34.45409707,0.20862086,2,5,20,47.580794,-122.39377
2,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999,Seattle,WA 98116,7.666459854,41.6172161,0.299117942,2,5,20,47.558038,-122.391857
5,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923,Seattle,WA 98119,6.724530793,15.71896567,0.928050636,2,5,20,47.631266,-122.36995
3,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989,Seattle,WA 98117,7.022158335,32.35462285,0.97457707,2,5,20,47.6970459,-122.3649444
4,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968,Seattle,WA 98136,6.019230173,38.30324364,0.468957316,2,5,20,47.555463,-122.396954
5,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0,Renton,WA 98059,6.717604443,22.14664614,0.081602032,2,5,20,47.474874,-122.092763
3,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008,Bellevue,WA 98008,7.911380912,30.42431012,0.331483955,3,5,20,47.5865586,-122.11797
4,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0,Renton,WA 98059,7.256320918,25.75944374,0.250415338,3,5,20,47.4875844,-122.146465
4,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0,Redmond,WA 98052,7.380660753,38.21222835,0.095678299,3,5,20,47.628242,-122.098639
4,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014,Seattle,WA 98125,7.349644421,22.77368583,0.971824413,3,5,20,47.7259675,-122.2960332
3,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009,Seattle,WA 98126,6.566833489,50.51131261,0.452500762,3,5,20,47.5678452,-122.3777791
3,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0,Kenmore,WA 98028,7.33763017,25.39747584,0.554551529,3,5,20,47.760449,-122.234259
5,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004,Sammamish,WA 98074,6.784546219,29.00541173,0.345876602,3,5,20,47.629523,-122.051995
3,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0,Seattle,WA 98118,7.274866823,29.40037424,0.857058925,3,5,20,47.548664,-122.27199
4,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993,Bellevue,WA 98006,7.847245236,26.15714147,0.349299827,3,5,20,47.5579705,-122.1742916
3,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0,Seattle,WA 98122,6.455396699,55.74790173,0.291055783,3,5,20,37.971369,-87.511452
3,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003,Redmond,WA 98053,6.367377715,38.25691488,0.275873833,3,5,20,47.6796935,-122.0350098
4,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0,Snoqualmie,WA 98065,7.838822958,20.72554505,0.764869919,3,5,20,44.86832725,-123.05353461
4,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,Redmond,WA 98052,7.577408502,39.18363119,0.007051516,3,5,20,47.722302,-122.10132
4,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999,Normandy Park,WA 98166,7.653526908,31.38755755,0.132936523,3,5,20,47.445796,-122.343252
3,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0,Redmond,WA 98052,6.462800434,51.40298107,0.209742197,3,5,20,47.680074,-122.115146
4,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0,Seattle,WA 98125,6.031594007,41.00513214,0.909523327,3,5,20,47.7112405,-122.2958102
4,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003,Sammamish,WA 98075,6.98072043,30.48126529,0.834708351,4,5,20,47.5822865,-121.9699491
3,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0,Bellevue,WA 98008,7.03698198,35.86014514,0.672057354,4,5,20,47.575433,-122.120287
6,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008,Seattle,WA 98119,7.557597836,45.62309226,0.401735675,4,5,20,47.651425,-122.369183
4,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,Bellevue,WA 98006,7.68570861,39.14232868,0.224520761,4,5,20,47.556414,-122.130462
4,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992,Redmond,WA 98052,6.294925219,45.98966668,0.3134642,4,5,20,47.631009,-122.10829
4,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0,Issaquah,WA 98027,6.918212543,36.7144001,0.161273985,4,5,20,47.531954,-122.07584
4,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,Kirkland,WA 98033,6.404074115,40.96432461,0.598029907,4,5,20,47.670961,-122.166097
4,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0,Seattle,WA 98146,7.622083075,31.54619525,0.362937617,4,5,20,47.50763801,-122.38789696
4,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0,Kirkland,WA 98033,7.698399654,48.74895421,0.237762153,4,5,20,47.6622154,-122.170872
4,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0,Seattle,WA 98115,7.181680686,41.20812653,0.812104397,4,5,20,47.6762492,-122.2879088
4,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993,Seattle,WA 98144,6.330453473,56.95308035,0.382828743,4,5,20,47.5799828,-122.2851858
3,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0,Seattle,WA 98115,7.759793513,57.12214887,0.75993228,4,5,20,47.683922,-122.274116
6,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985,Seattle,WA 98103,7.078899205,55.00736986,0.157202123,4,5,20,43.059568,-87.958404
4,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0,Bellevue,WA 98006,6.749568984,35.89536639,0.958855359,4,5,20,47.5520284,-122.1150279
4,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0,Redmond,WA 98053,6.119766858,47.07673664,0.084133941,4,5,20,47.6585988,-122.0096033
4,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994,Medina,WA 98039,7.954010442,49.25977183,0.3894504,4,5,20,45.5411509,-122.57894529
3,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963,Carnation,WA 98014,6.427269531,12.9182251,0.411626094,1,5,21,47.692723,-121.901022
2,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0,Des Moines,WA 98198,6.041365516,22.03281866,0.941553822,1,5,21,47.413548,-122.318096
3,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013,Covington,WA 98042,7.242609009,15.4138615,0.769098019,1,5,21,47.36873739,-122.09344986
2,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0,Des Moines,WA 98198,7.825588169,21.99618817,0.298120437,1,5,21,47.379178,-122.321226
3,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0,Seattle,WA 98118,6.441328991,22.48092501,0.97596463,1,5,21,47.516404,-122.268443
3,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001,Seattle,WA 98106,7.278261472,23.18530097,0.800508103,1,5,21,47.517503,-122.345814
4,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0,Pacific,WA 98047,7.439357555,11.85545772,0.495272629,1,5,21,47.266818,-122.230954
3,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0,Enumclaw,WA 98022,6.755298145,29.02264449,0.197570374,1,5,21,42.36252777,-82.97611124
5,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969,Seattle,WA 98146,6.81843514,16.62680184,0.268358253,1,5,21,47.507302,-122.337237
2,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0,SeaTac,WA 98188,7.628196391,22.08582277,0.290010642,1,5,21,47.4466792,-122.2812453
3,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0,Seattle,WA 98168,6.095175499,11.22185422,0.855824719,1,5,21,47.4911529,-122.3124248
2,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012,Seattle,WA 98106,6.25633315,30.43924993,0.953232754,1,5,21,47.518735,-122.362891
3,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0,Auburn,WA 98001,7.099171298,25.136186,0.799950438,1,5,21,47.333331,-122.265847
3,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013,Renton,WA 98058,6.548946866,34.85236035,0.220605849,1,5,21,47.429339,-122.150847
3,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010,Kent,WA 98042,6.471170646,18.53417668,0.310639826,1,5,21,47.393869,-122.163899
6,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,Auburn,WA 98002,6.37289075,16.15226292,0.561531037,1,5,21,37.27447422,-79.92640454
4,1.0,1310,5200,1.5,0,0,3,1160,150,1945,2010,Seattle,WA 98126,6.597994702,30.48541901,0.074900884,1,5,21,47.5383843,-122.370085
3,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000,Seattle,WA 98106,6.78141027,23.44861673,0.662187067,1,5,21,47.5517414,-122.3602674
3,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,Maple Valley,WA 98038,6.937788419,17.6783077,0.592954014,1,5,21,47.349138,-122.028896
3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,Seattle,WA 98178,7.80736152,13.67713872,0.658736576,1,5,21,47.497941,-122.22191
3,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0,Renton,WA 98056,6.120992181,24.88232166,0.181610809,1,5,21,47.491454,-122.166992
2,1.0,790,5240,1.0,0,0,4,790,0,1925,1968,Seattle,WA 98118,7.764577087,43.38429606,0.827796303,1,5,21,47.5298537,-122.2882756
3,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0,Auburn,WA 98092,6.884542837,14.42586967,0.71882065,1,5,21,47.33443,-122.174152
2,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,Seattle,WA 98106,7.400600979,41.52045345,0.019153907,2,5,21,47.5148963,-122.3619417
4,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,Federal Way,WA 98023,7.274859745,19.85053503,0.460784502,2,5,21,47.312474,-122.387299
3,1.0,990,6750,1.0,0,0,4,990,0,1947,1988,Seattle,WA 98133,6.395408403,51.2391447,0.013474852,2,5,21,47.712439,-122.33107
3,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010,Woodinville,WA 98077,7.110298243,31.18073117,0.814775513,2,5,21,47.755365,-122.076207
3,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0,Maple Valley,WA 98038,6.205776089,26.2466589,0.603345759,2,5,21,47.38782,-122.032211
4,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,Seattle,WA 98146,6.217934926,22.66733342,0.840425665,2,5,21,47.50200079,-122.34058366
4,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0,Renton,WA 98055,7.594382673,24.08618904,0.368115807,2,5,21,47.462931,-122.209079
3,1.5,980,7790,1.0,0,0,5,980,0,1969,0,Kirkland,WA 98034,6.429478578,48.81605486,0.846858665,2,5,21,47.714062,-122.212877
3,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,Seattle,WA 98103,6.108077937,38.19292152,0.444893289,2,5,21,33.432547,-111.621979
3,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000,Sammamish,WA 98074,7.449780655,21.28600688,0.489854459,2,5,21,38.89463221,-76.97993085
3,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001,Kirkland,WA 98033,6.227321044,26.17334669,0.81895017,2,5,21,47.69700173,-122.17557546
3,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,Bothell,WA 98011,7.139553463,33.87779963,0.229415133,2,5,21,47.760421,-122.21707
3,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0,Issaquah,WA 98027,7.714245432,34.27753923,0.696564054,2,5,21,47.53475865,-122.0723011
3,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,Issaquah,WA 98027,6.231551618,36.97910001,0.536073849,2,5,21,47.517512,-122.026872
3,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0,Des Moines,WA 98198,6.270207562,25.18873439,0.246880381,2,5,21,47.39939,-122.320012
3,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,Redmond,WA 98053,7.496307203,37.9471621,0.125898925,2,5,21,47.7188038,-122.0245796
1,1.0,960,40946,1.0,0,0,5,960,0,1945,0,Carnation,WA 98014,7.769481572,20.36667574,0.845383055,2,5,21,47.695147,-121.863771
3,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,Shoreline,WA 98155,6.370636608,24.83530301,0.373401112,2,5,21,47.7351316,-122.323282
3,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0,Seattle,WA 98103,7.000662994,53.34226272,0.026383915,2,5,21,40.82402783,-96.6110245
4,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0,Sammamish,WA 98074,6.54933207,30.52683898,0.332470473,2,5,21,35.751679,-81.304016
2,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996,Seattle,WA 98126,6.941871956,52.73745097,0.384768034,2,5,21,47.576596,-122.377801
4,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010,Seattle,WA 98126,7.36437052,36.65642744,0.085679224,2,5,21,47.5370649,-122.368272
4,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989,Seattle,WA 98103,6.022191172,43.16850181,0.712589852,2,5,21,35.386445,-94.390518
3,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0,Seattle,WA 98118,7.118985969,27.8659249,0.513835754,2,5,21,47.51429934,-122.2530543
3,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009,Kirkland,WA 98033,6.334715093,42.06067061,0.12994839,3,5,21,47.700198,-122.188207
4,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0,Kenmore,WA 98028,6.394881087,23.60051097,0.320579864,3,5,21,47.73989,-122.233878
3,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006,Snoqualmie Pass,WA 98068,6.252493825,39.92198791,0.012576891,3,5,21,50.896688,7.026797
3,1.0,1450,4000,1.0,0,1,4,950,500,1948,0,Seattle,WA 98118,7.650993609,45.9458295,0.499271447,3,5,21,47.555337,-122.266037
4,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0,Issaquah,WA 98029,6.201640176,43.01314811,0.806825166,3,5,21,47.568942,-121.995853
3,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009,Redmond,WA 98053,6.513518135,31.81904635,0.666876629,3,5,21,47.652961,-121.979352
3,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,Kirkland,WA 98033,7.749250428,33.9372827,0.887656642,3,5,21,47.667775,-122.165005
3,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,Issaquah,WA 98029,6.55493744,42.83599647,0.738873255,3,5,21,47.544505,-122.01406
3,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0,Kirkland,WA 98034,7.876421083,27.57453356,0.319660981,3,5,21,47.70350454,-122.23616629
4,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006,Snoqualmie,WA 98065,6.460281066,30.71045386,0.312514384,3,5,21,47.53881,-121.870367
3,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0,Bellevue,WA 98007,7.589631191,32.14206813,0.815024066,3,5,21,48.04688835,-122.03235854
4,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0,Kirkland,WA 98034,6.164480512,40.96096298,0.127043614,3,5,21,47.711979,-122.228904
4,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0,Newcastle,WA 98059,6.152797217,38.80969966,0.37756845,3,5,21,47.5261,-122.162186
4,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0,Woodinville,WA 98072,6.040295398,39.05829925,0.015366355,3,5,21,47.775015,-122.125225
4,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0,Seattle,WA 98118,6.32686957,34.47514042,0.899507166,3,5,21,44.933553,-93.216245
4,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,Kirkland,WA 98033,7.743062271,34.3992971,0.28007064,3,5,21,47.694639,-122.189931
4,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000,Shoreline,WA 98177,6.514713721,41.62249861,0.818629276,3,5,21,47.772805,-122.386035
4,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002,Kirkland,WA 98033,6.964372014,36.39271428,0.743496513,3,5,21,47.647716,-122.1973332
4,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0,Redmond,WA 98053,6.818178162,19.31728178,0.964236752,4,5,21,47.647008,-121.963998
4,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,Seattle,WA 98133,6.502381584,38.3426344,0.13464639,4,5,21,31.72107604,-99.13871196
3,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0,Seattle,WA 98103,7.302068968,48.31928348,0.860430111,4,5,21,33.44977662,-111.98405717
4,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006,Sammamish,WA 98075,6.254339501,39.0913067,0.637798262,4,5,21,47.59503,-121.986226
4,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006,Redmond,WA 98074,7.7568074,28.0427914,0.754706054,4,5,21,47.043028,-122.897981
5,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0,Mercer Island,WA 98040,7.558052981,36.77707491,0.908011291,4,5,21,47.552741,-122.229201
5,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0,Issaquah,WA 98027,7.930199132,21.65722947,0.727032211,4,5,21,47.540134,-122.072808
4,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013,Shoreline,WA 98177,6.865447271,49.08468596,0.800913677,4,5,21,25.951197,-80.240398
5,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004,Bellevue,WA 98005,7.970443367,19.79236002,0.72246915,4,5,21,47.642681,-122.157556
4,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993,Seattle,WA 98115,7.818750477,55.12786463,0.33309756,4,5,21,47.674609,-122.327011
3,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0,Kirkland,WA 98034,7.621840275,31.94563914,0.854439649,4,5,21,47.70110575,-122.2352453
4,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,Kirkland,WA 98033,6.075024487,48.04992014,0.344792222,4,5,21,47.6989319,-122.2071823
3,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0,Bellevue,WA 98005,7.658028199,54.99880057,0.071872263,4,5,21,47.649997,-122.163736
3,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0,Kirkland,WA 98033,7.688236338,41.01848767,0.7171111,4,5,21,45.19970101,-93.2276055
2,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,Seattle,WA 98168,7.848829445,12.83904934,0.835745818,1,5,22,47.5116745,-122.3285588
2,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,Seattle,WA 98106,7.397926636,18.96899992,0.324298766,1,5,22,47.52635023,-122.36589526
4,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,SeaTac,WA 98168,6.349306861,15.65918542,0.151202492,1,5,22,47.478723,-122.301988
2,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,Renton,WA 98057,7.326839347,16.22500705,0.411600002,1,5,22,47.486604,-122.219198
3,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,Covington,WA 98042,7.974425193,22.52558098,0.558143411,1,5,22,47.368895,-122.076938
3,1.0,910,6000,1.0,0,0,2,910,0,1956,0,Seattle,WA 98146,6.637162131,33.89859617,0.380651249,1,5,22,47.506473,-122.338007
2,1.0,740,11250,1.0,0,0,2,740,0,1938,0,Seattle,WA 98146,7.335396992,36.34336769,0.466185875,1,5,22,47.5036336,-122.362193
4,2.25,1720,8300,1.0,0,0,4,1720,0,1973,0,Federal Way,WA 98023,6.06758407,19.9434048,0.633051681,1,5,22,47.319073,-122.384852
4,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,Federal Way,WA 98003,7.770230621,18.10204071,0.366171419,1,5,22,47.346658,-122.304014
2,1.0,940,8532,1.0,0,0,4,940,0,1959,0,Burien,WA 98166,7.078786407,28.82803357,0.962420681,1,5,22,29.65397845,-82.48743253
4,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,Auburn,WA 98092,7.485985153,11.09089919,0.756229423,1,5,22,47.258054,-122.20831
3,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,Auburn,WA 98002,6.370148942,24.29293783,0.841786594,1,5,22,47.3527815,-122.2109986
2,1.5,840,867,2.0,0,0,3,840,0,2005,0,Seattle,WA 98115,7.449052275,42.35601448,0.769515007,1,5,22,47.695486,-122.30387
1,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,Enumclaw,WA 98022,7.927663158,25.97791551,0.303519497,1,5,22,47.265254,-121.909722
4,2.0,980,10640,1.0,0,0,5,980,0,1978,0,North Bend,WA 98045,6.208182571,43.53716716,0.455968856,1,5,22,47.446175,-121.772921
5,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,Seattle,WA 98108,7.867494958,12.04443021,0.814825154,2,5,22,47.528763,-122.320984
6,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,Renton,WA 98056,7.050024677,15.82691399,0.949513319,2,5,22,47.491829,-122.180868
4,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,Seattle,WA 98168,7.305851565,17.65834792,0.357900305,2,5,22,47.494538,-122.3031085
3,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,Duvall,WA 98019,7.644693902,17.17952475,0.040276777,2,5,22,42.93759918,-101.24904633
2,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,Seattle,WA 98178,7.016839766,37.52422676,0.935186695,2,5,22,52.09498978,-106.57855988
3,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,North Bend,WA 98045,6.343046094,44.51567393,0.098719003,2,5,22,47.4457958,-121.7730887
3,2.25,998,844,2.0,0,0,3,798,200,2007,0,Seattle,WA 98117,6.596624709,47.81851034,0.93220779,2,5,22,47.698356,-122.367257
3,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,Seattle,WA 98125,6.360351833,37.02705597,0.459335759,2,5,22,47.730603,-122.291516
3,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,Renton,WA 98055,7.252334548,21.51445471,0.974607893,2,5,22,47.431523,-122.19223
4,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,Kent,WA 98042,7.530652942,13.63755267,0.139085857,2,5,22,47.3991962,-122.1620798
3,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,Seattle,WA 98125,6.148506935,47.86386789,0.588593194,2,5,22,47.720614,-122.319938
4,2.5,1980,7403,2.0,0,0,3,1980,0,1988,2000,Federal Way,WA 98023,7.34109828,20.53726236,0.804649945,2,5,22,47.289675,-122.371959
3,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,Kirkland,WA 98034,6.130201349,41.45977054,0.797589198,2,5,22,47.731706,-122.200919
4,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,Federal Way,WA 98003,7.632760493,22.31139647,0.015815896,2,5,22,47.282329,-122.294625
2,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,Seattle,WA 98144,6.677799997,49.74721018,0.104447275,2,5,22,47.588775,-122.293936
3,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,Seattle,WA 98103,6.525609215,42.36752209,0.177917383,2,5,22,47.691405,-122.3431983
2,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,Woodinville,WA 98072,6.084097157,49.43449651,0.371137506,2,5,22,47.740872,-122.089349
3,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,Seattle,WA 98103,7.386963804,35.32027632,0.636782232,2,5,22,33.4280817,-111.6275367
3,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,Des Moines,WA 98198,7.34613736,43.44711971,0.333573863,2,5,22,47.343973,-122.330952
5,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,Seattle,WA 98118,7.559824849,20.41387822,0.185038446,2,5,22,47.5241168,-122.2850692
2,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,Seattle,WA 98144,6.260002962,49.30275838,0.061250126,2,5,22,35.19219492,-101.84854498
3,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,Bellevue,WA 98008,7.421356771,41.44296647,0.010081977,2,5,22,47.603166,-122.125052
4,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,Federal Way,WA 98023,7.647011223,14.8270052,0.550494123,2,5,22,47.309135,-122.343233
